PubName,pubid,format,delim
CMD_RET,0,
ERROR,1,
INFO,2,
DEBUG,3,
STATE,4,PITCH:ROLL:LEFT_SHAFT_RPS:LEFT_WHEEL_TRGT:LEFT_VOLTAGE:RIGHT_SHAFT_RPS:RTRGT:RVOLT:LINEAR_VEL:LIN_VEL_TRGT:BALANCE_ANGLE:ANGULAR_VEL:ANG_VEL_TRGT:STEER_DIFF,:
