timestamp,TELEM/TWSB/PITCH,TELEM/TWSB/ROLL,TELEM/TWSB/ACCEL_X,TELEM/TWSB/ACCEL_Y,TELEM/TWSB/ACCEL_Z,TELEM/TWSB/GYRO_X,TELEM/TWSB/GYRO_Y,TELEM/TWSB/GYRO_Z,TELEM/TWSB/LEFT_SHAFT_RPS,TELEM/TWSB/LEFT_WHEEL_TRGT,TELEM/TWSB/LEFT_VOLTAGE,TELEM/TWSB/RIGHT_SHAFT_RPS,TELEM/TWSB/RIGHT_WHEEL_TRGT,TELEM/TWSB/RIGHT_VOLTAGE,TELEM/TWSB/LINEAR_VEL,TELEM/TWSB/LIN_VEL_TRGT,TELEM/TWSB/BALANCE_ANGLE,TELEM/TWSB/ANGULAR_VEL,TELEM/TWSB/ANG_VEL_TRGT,TELEM/TWSB/STEER_DIFF,TELEM/TWSB/XPOS,TELEM/TWSB/LQR_U
1742781353663564408,0.323,-3.939,-0.010,-0.087,0.992,43.153,-33.557,103.442,0.547,0.687,1.930,1.561,1.169,0.910,0.265,0.255,-0.438,-0.307,-0.069,-0.124,18.784,0.000
1742781353673359046,0.577,-3.946,-0.010,-0.057,0.968,42.481,-29.801,102.038,0.547,0.641,1.174,1.537,0.890,-0.352,0.262,0.255,-0.449,-0.300,-0.069,-0.123,18.785,0.000
1742781353683693132,0.878,-3.912,-0.004,-0.073,0.945,43.375,-22.248,98.575,0.546,0.491,1.170,1.536,0.737,-0.381,0.262,0.254,-0.449,-0.300,-0.051,-0.115,18.785,0.000
1742781353693564603,0.909,-4.032,0.161,-0.100,0.807,41.397,-25.740,105.824,1.042,0.511,-0.306,1.536,0.741,-0.694,0.324,0.254,-0.224,-0.150,-0.051,-0.205,18.786,0.000
1742781353703636558,0.259,-3.807,0.118,0.127,0.865,39.794,-50.488,113.885,1.040,0.820,0.816,1.561,1.229,0.784,0.327,0.261,-0.213,-0.158,-0.034,-0.196,18.787,0.000
1742781353713208842,-0.114,-3.278,0.007,0.026,0.926,36.955,-74.870,92.313,1.040,0.791,0.657,1.068,1.183,1.767,0.265,0.261,-0.456,-0.008,-0.034,-0.289,18.787,0.000
1742781353723609298,-0.233,-3.182,-0.030,-0.056,0.998,38.173,-74.415,84.085,1.017,0.594,-0.278,1.068,1.173,1.224,0.262,0.261,-0.467,-0.015,-0.034,-0.285,18.788,0.000
1742781353733352584,-0.285,-3.315,-0.023,-0.077,0.958,35.871,-69.205,86.038,0.546,0.583,1.166,1.537,1.153,0.393,0.262,0.261,-0.468,-0.300,-0.034,-0.078,18.788,0.000
1742781353743707855,-0.271,-3.489,-0.027,-0.103,0.996,37.703,-63.022,89.626,1.016,0.750,0.514,1.537,0.905,-0.136,0.321,0.265,-0.261,-0.158,-0.015,-0.174,18.789,0.000
1742781353753343288,-0.182,-3.659,-0.026,-0.085,0.993,37.352,-57.267,93.366,0.546,0.658,1.770,1.536,1.005,0.446,0.262,0.265,-0.481,-0.300,-0.015,-0.052,18.789,0.000
1742781353763565502,-0.072,-3.687,-0.008,-0.054,0.978,39.332,-47.785,98.342,0.547,0.681,1.072,1.043,0.785,0.347,0.200,0.265,-0.698,-0.150,-0.015,-0.153,18.790,0.000
1742781353773220991,-0.085,-3.568,0.083,0.051,0.887,38.329,-49.434,94.496,0.546,0.537,0.595,1.066,0.843,0.285,0.203,0.265,-0.689,-0.158,-0.015,-0.144,18.790,0.000
1742781353783593447,-0.432,-3.225,0.053,-0.031,0.920,41.229,-62.320,78.053,0.546,0.722,1.430,1.042,1.009,1.128,0.199,0.267,-0.700,-0.150,0.004,-0.145,18.791,0.000
1742781353793357418,-0.731,-3.285,0.039,-0.088,0.937,41.535,-72.335,69.198,0.546,0.774,1.481,1.513,1.063,0.047,0.259,0.267,-0.500,-0.293,0.004,-0.023,18.791,0.000
1742781353803653318,-0.902,-3.341,-0.000,-0.055,0.962,42.604,-76.122,74.465,1.016,0.952,1.233,1.042,0.997,1.469,0.259,0.269,-0.501,-0.008,0.023,-0.222,18.792,0.000
1742781353813234343,-1.023,-3.275,-0.006,-0.030,0.970,42.023,-73.893,75.381,0.546,0.793,1.617,1.042,1.237,1.680,0.199,0.269,-0.713,-0.150,0.023,-0.104,18.792,0.000
1742781353824927623,-1.083,-3.161,-0.008,-0.031,0.973,42.161,-71.205,75.870,1.042,0.870,0.274,1.066,1.078,0.907,0.265,0.269,-0.484,-0.007,0.023,-0.203,18.793,0.000
1742781353833276640,-1.105,-3.065,-0.006,-0.030,0.972,40.771,-68.228,76.542,1.042,0.853,0.955,1.043,1.259,2.120,0.262,0.269,-0.494,-0.000,0.023,-0.207,18.793,0.000
1742781353843635726,-1.014,-3.020,-0.043,-0.032,1.003,41.199,-59.542,75.030,1.016,0.819,0.607,1.043,1.234,1.724,0.259,0.269,-0.506,-0.008,0.041,-0.201,18.794,0.000
1742781353853233955,-0.788,-2.981,-0.012,-0.076,0.972,41.764,-50.778,68.679,0.546,0.740,1.543,1.538,1.141,0.303,0.262,0.269,-0.497,-0.301,0.041,0.027,18.794,0.000
1742781353863583393,-0.611,-3.055,-0.008,-0.065,0.985,42.283,-45.908,67.687,1.016,0.948,0.990,1.538,0.894,-0.230,0.321,0.269,-0.290,-0.158,0.041,-0.067,18.795,0.000
1742781353873245418,-0.417,-3.054,-0.006,-0.052,0.970,42.756,-43.450,67.931,1.017,0.866,1.108,1.066,0.999,1.459,0.262,0.269,-0.496,-0.015,0.041,-0.165,18.795,0.000
1742781353883574115,-0.188,-2.966,-0.018,-0.016,0.986,41.107,-37.542,69.229,0.547,0.643,1.035,1.042,0.973,0.797,0.200,0.270,-0.714,-0.150,0.060,-0.065,18.796,0.000
1742781353893326345,0.109,-2.824,-0.013,-0.027,0.981,40.420,-33.099,67.977,1.017,0.558,-0.284,0.547,0.688,1.313,0.197,0.270,-0.729,0.142,0.060,-0.259,18.796,0.000
1742781353903639894,0.393,-2.798,-0.005,-0.053,0.967,40.344,-29.114,67.015,0.546,0.245,0.436,0.547,0.763,1.836,0.137,0.271,-0.937,-0.000,0.077,-0.157,18.796,0.000
1742781353913260493,0.657,-2.819,0.003,-0.050,0.945,40.802,-26.366,66.939,0.520,0.168,-0.024,1.042,0.482,-0.369,0.196,0.271,-0.733,-0.158,0.077,-0.028,18.797,0.000
1742781353924878902,0.359,-2.520,0.172,-0.138,0.817,43.626,-47.066,40.956,0.522,0.535,1.128,1.042,0.590,0.156,0.197,0.271,-0.733,-0.157,0.077,-0.021,18.797,0.000
1742781353933235882,-0.430,-3.058,0.081,-0.081,0.893,44.726,-73.297,57.992,0.546,0.863,1.656,0.546,0.906,1.896,0.137,0.271,-0.941,-0.000,0.077,-0.129,18.797,0.000
1742781353943542449,-0.832,-2.929,0.002,0.019,0.961,44.222,-90.381,66.923,0.547,0.654,0.915,1.042,0.912,0.484,0.200,0.270,-0.723,-0.150,0.092,-0.018,18.798,0.000
1742781353953189808,-1.096,-2.641,-0.009,0.006,0.968,45.138,-92.442,63.229,0.546,0.860,2.052,1.042,0.895,1.078,0.199,0.270,-0.722,-0.150,0.092,0.000,18.798,0.000
1742781353963429467,-1.247,-2.416,-0.077,0.033,1.026,44.573,-86.137,56.191,0.546,0.914,1.866,1.040,0.913,0.798,0.199,0.270,-0.723,-0.150,0.092,0.008,18.799,0.000
1742781353973183197,-1.117,-2.140,-0.020,-0.037,0.982,44.710,-73.160,41.275,0.546,0.810,1.636,1.042,0.795,0.510,0.199,0.270,-0.723,-0.150,0.092,0.015,18.799,0.000
1742781353983600135,-1.115,-2.144,-0.000,-0.056,0.991,45.184,-65.236,33.152,0.522,0.875,1.870,1.042,0.845,0.641,0.197,0.269,-0.734,-0.157,0.107,0.027,18.799,0.000
1742781353993462218,-1.066,-2.117,-0.007,-0.037,0.969,45.764,-62.030,29.656,1.017,0.875,0.701,1.042,0.820,0.591,0.259,0.269,-0.511,-0.007,0.107,-0.064,18.800,0.000
1742781354003664543,-0.932,-1.942,-0.011,-0.001,0.974,45.474,-54.977,21.794,1.042,0.805,0.871,1.042,0.932,1.255,0.262,0.266,-0.500,-0.000,0.122,-0.066,18.800,0.000
1742781354013189735,-0.779,-1.767,-0.014,-0.007,0.967,44.558,-51.465,17.977,0.547,0.778,1.658,1.042,0.909,0.860,0.200,0.266,-0.710,-0.150,0.122,0.058,18.801,0.000
1742781354024835440,-0.596,-1.700,-0.007,-0.033,0.925,42.069,-48.060,16.206,0.547,0.797,1.339,0.547,0.681,1.129,0.137,0.266,-0.928,-0.000,0.122,-0.043,18.801,0.000
1742781354033282272,-0.373,-1.715,-0.015,-0.029,0.985,38.130,-44.412,18.801,0.522,0.549,0.854,1.017,0.636,-0.066,0.193,0.266,-0.732,-0.150,0.122,0.070,18.802,0.000
1742781354043589450,-0.129,-1.798,-0.002,-0.056,0.977,36.466,-37.740,30.465,1.039,0.623,0.443,1.017,0.483,0.223,0.258,0.263,-0.505,0.007,0.131,-0.036,18.802,0.000
1742781354053153383,0.091,-1.976,-0.001,-0.080,0.987,37.397,-35.007,35.305,0.522,0.499,1.450,1.017,0.572,0.488,0.193,0.263,-0.722,-0.150,0.131,0.088,18.802,0.000
1742781354063405153,0.305,-2.242,0.009,-0.111,0.968,40.802,-33.373,38.526,0.522,0.478,0.628,1.017,0.301,-0.936,0.193,0.263,-0.723,-0.150,0.131,0.097,18.803,0.000
1742781354073145809,0.338,-2.265,0.058,-0.016,0.911,40.955,-33.129,38.969,0.521,0.499,0.865,1.040,0.306,-0.819,0.196,0.263,-0.713,-0.157,0.131,0.111,18.803,0.000
1742781354083432209,-0.092,-1.726,0.050,0.016,0.914,45.596,-62.974,2.712,0.544,0.732,1.248,0.522,0.511,0.787,0.134,0.267,-0.932,0.007,0.129,-0.001,18.803,0.000
1742781354093149253,-0.284,-1.602,0.027,-0.025,0.937,46.008,-71.419,-5.336,0.546,0.483,0.446,0.546,0.484,0.456,0.137,0.267,-0.936,-0.000,0.129,0.007,18.804,0.000
1742781354103586543,-0.498,-1.524,0.014,-0.018,0.951,45.794,-74.305,-3.580,0.521,0.518,0.961,0.546,0.505,0.876,0.134,0.269,-0.947,-0.007,0.133,0.016,18.804,0.000
1742781354113114105,-0.801,-1.492,0.043,-0.033,0.935,44.874,-80.516,0.359,1.016,0.628,-0.159,0.521,0.596,0.967,0.193,0.269,-0.746,0.150,0.133,-0.092,18.804,0.000
1742781354123334930,-1.120,-1.495,0.025,-0.045,0.950,44.084,-84.305,1.275,0.521,0.651,1.536,1.016,0.835,0.801,0.193,0.269,-0.747,-0.150,0.133,0.126,18.805,0.000
1742781354133143068,-1.410,-1.568,0.028,-0.058,0.959,43.886,-86.091,2.618,0.522,0.960,1.897,0.546,0.707,1.240,0.134,0.269,-0.954,-0.007,0.133,0.031,18.805,0.000
1742781354143410079,-1.729,-1.668,0.034,-0.057,0.943,43.581,-87.969,5.000,0.546,0.934,1.408,0.546,0.873,1.260,0.137,0.261,-0.944,0.000,0.135,0.030,18.805,0.000
1742781354153112697,-2.073,-1.759,0.027,-0.040,0.958,42.778,-92.812,13.609,1.040,1.077,0.919,1.017,1.018,0.830,0.259,0.261,-0.493,0.007,0.135,0.030,18.806,0.000
1742781354163436283,-2.191,-1.711,-0.112,-0.018,1.076,41.657,-87.648,11.763,0.522,1.220,3.496,1.040,1.160,2.092,0.196,0.261,-0.711,-0.157,0.135,0.153,18.806,0.000
1742781354173138772,-1.710,-1.767,-0.142,-0.096,1.097,40.649,-64.305,7.275,1.040,1.018,0.905,1.040,0.711,0.141,0.261,0.261,-0.483,-0.000,0.135,0.048,18.807,0.000
1742781354183512635,-1.172,-1.967,-0.029,-0.081,1.014,41.779,-36.641,18.389,1.040,0.902,1.083,1.017,0.807,0.880,0.259,0.257,-0.494,0.007,0.135,0.046,18.807,0.000
1742781354193354551,-0.786,-1.995,-0.001,-0.035,0.977,42.232,-21.451,24.042,1.017,0.876,0.715,1.017,0.783,0.456,0.256,0.257,-0.488,-0.000,0.135,0.055,18.808,0.000
1742781354203574488,-0.307,-2.032,0.015,-0.050,0.962,40.451,-17.557,19.244,1.017,0.723,0.491,0.546,0.612,1.314,0.196,0.264,-0.696,0.143,0.139,-0.045,18.808,0.000
1742781354213180105,0.040,-2.105,0.023,-0.053,0.953,41.413,-17.648,19.030,1.016,0.506,-0.420,1.017,0.596,-0.249,0.255,0.264,-0.514,-0.000,0.139,0.062,18.809,0.000
1742781354223308653,0.358,-2.151,0.018,-0.043,0.942,41.504,-18.839,20.374,1.016,0.550,0.359,1.017,0.426,0.015,0.255,0.264,-0.514,-0.000,0.139,0.066,18.809,0.000
1742781354233112661,0.586,-2.042,0.072,0.047,0.899,40.099,-24.685,20.740,0.521,0.466,0.997,1.017,0.333,-0.567,0.193,0.264,-0.732,-0.150,0.139,0.180,18.810,0.000
1742781354243425153,0.356,-1.540,0.080,0.026,0.896,40.833,-41.251,3.870,1.016,0.694,-0.209,0.522,0.334,0.043,0.193,0.266,-0.732,0.150,0.142,-0.030,18.810,0.000
1742781354253118401,0.201,-1.518,0.027,-0.078,0.936,42.039,-54.274,-7.275,1.016,0.434,-0.323,0.521,0.494,0.935,0.193,0.266,-0.744,0.150,0.142,-0.028,18.810,0.000
1742781354263401024,-0.026,-1.597,0.069,-0.027,0.895,42.771,-58.671,-7.871,0.521,0.497,0.725,0.546,0.553,0.725,0.134,0.266,-0.951,-0.007,0.142,0.087,18.811,0.000
1742781354273150550,-0.245,-1.698,0.025,-0.059,0.941,45.421,-69.989,-14.378,0.521,0.539,0.752,0.521,0.366,0.256,0.131,0.266,-0.963,-0.000,0.142,0.086,18.811,0.000
1742781354283522691,-0.442,-1.735,0.032,-0.042,0.916,46.726,-72.106,-12.649,0.521,0.556,1.029,0.521,0.384,0.529,0.131,0.267,-0.964,0.000,0.142,0.090,18.811,0.000
1742781354293286143,-0.666,-1.704,0.017,-0.029,0.957,47.993,-74.961,-9.428,0.521,0.601,1.174,0.521,0.421,0.650,0.131,0.267,-0.966,0.000,0.142,0.094,18.811,0.000
1742781354303547191,-0.840,-1.587,0.012,-0.009,0.968,47.275,-76.686,-8.771,0.051,0.623,2.333,0.521,0.435,0.656,0.072,0.266,-1.174,-0.142,0.133,0.203,18.812,0.000
1742781354313168828,-1.040,-1.491,0.023,-0.028,0.951,46.213,-78.735,-13.574,0.546,0.729,1.014,0.521,0.324,-0.000,0.134,0.266,-0.956,0.007,0.133,0.095,18.812,0.000
1742781354324629550,-1.274,-1.487,0.035,-0.035,0.952,44.863,-81.053,-13.061,1.016,0.752,0.627,0.521,0.563,1.260,0.193,0.266,-0.749,0.150,0.133,-0.005,18.812,0.000
1742781354333207976,-1.570,-1.490,0.038,-0.033,0.930,44.207,-84.747,-11.840,1.017,0.832,0.742,0.522,0.843,1.858,0.193,0.266,-0.749,0.150,0.133,-0.006,18.813,0.000
1742781354343517006,-1.896,-1.515,0.040,-0.041,0.938,44.283,-87.999,-9.779,1.017,0.971,0.708,1.040,0.983,0.583,0.259,0.265,-0.521,-0.007,0.127,0.108,18.813,0.000
1742781354353177902,-2.107,-1.451,-0.033,0.010,1.006,43.527,-87.578,-12.140,0.544,1.234,2.952,1.017,1.018,1.184,0.196,0.265,-0.734,-0.143,0.127,0.208,18.814,0.000
1742781354363419876,-1.845,-1.261,-0.139,-0.051,1.097,43.687,-73.251,-29.901,1.016,1.113,1.091,0.546,0.698,1.086,0.196,0.265,-0.734,0.142,0.127,0.007,18.814,0.000
1742781354373214328,-1.299,-1.460,-0.055,-0.122,1.007,47.092,-45.694,-27.977,1.017,0.728,0.489,0.497,0.713,1.577,0.190,0.265,-0.756,0.157,0.127,-0.004,18.814,0.000
1742781354383544988,-0.860,-1.579,0.007,-0.032,0.963,45.886,-26.137,-17.825,1.016,0.664,0.225,0.546,0.673,1.254,0.196,0.264,-0.735,0.142,0.122,0.006,18.815,0.000
1742781354393398255,-0.446,-1.571,0.005,-0.030,0.965,48.915,-21.796,-24.694,1.016,0.576,0.145,1.016,0.565,0.003,0.255,0.264,-0.523,0.000,0.122,0.105,18.815,0.000
1742781354403620285,-0.046,-1.426,-0.001,0.005,0.955,49.275,-20.870,-29.718,1.016,0.618,0.575,1.017,0.407,-0.054,0.255,0.262,-0.523,-0.000,0.112,0.109,18.816,0.000
1742781354413099994,0.368,-1.227,-0.003,-0.003,0.960,50.603,-19.129,-34.206,0.546,0.479,1.041,0.546,0.260,0.391,0.137,0.262,-0.934,0.000,0.112,0.106,18.816,0.000
1742781354424680292,0.551,-1.206,0.076,-0.053,0.891,49.413,-18.518,-37.657,1.040,0.371,-1.449,0.521,0.160,-0.826,0.196,0.262,-0.728,0.157,0.112,-0.006,18.816,0.000
1742781354433206773,0.360,-1.424,0.135,-0.007,0.846,50.855,-44.323,-19.536,0.546,0.365,0.863,0.991,0.377,-0.281,0.193,0.262,-0.739,-0.135,0.112,0.206,18.817,0.000
1742781354443468728,-0.272,-0.907,0.081,0.047,0.882,54.130,-70.473,-33.107,0.546,0.858,1.557,0.521,0.445,0.521,0.134,0.255,-0.947,0.007,0.101,0.110,18.817,0.000
1742781354453170217,-0.632,-0.548,0.009,0.036,0.956,52.130,-86.564,-52.161,1.016,0.671,-0.172,0.051,0.452,1.501,0.134,0.255,-0.921,0.292,0.101,-0.103,18.817,0.000
1742781354463408543,-0.899,-0.313,0.012,0.009,0.977,53.871,-88.320,-61.779,1.017,0.507,-0.306,0.497,0.713,1.333,0.190,0.255,-0.725,0.157,0.101,-0.010,18.818,0.000
1742781354473109106,-1.218,-0.107,0.051,0.004,0.931,51.336,-90.213,-74.847,0.546,0.752,1.651,1.016,0.773,0.470,0.196,0.255,-0.704,-0.142,0.101,0.207,18.818,0.000
1742781354483565433,-1.617,-0.058,0.001,-0.048,0.990,51.672,-95.251,-75.413,1.017,1.135,1.207,0.027,0.721,2.489,0.131,0.247,-0.932,0.300,0.088,-0.109,18.818,0.000
1742781354493479830,-1.598,-0.363,-0.102,-0.158,1.082,49.306,-88.839,-65.153,1.042,0.619,-0.099,0.520,0.837,1.601,0.196,0.247,-0.677,0.158,0.088,-0.021,18.819,0.000
1742781354503521025,-1.550,-0.533,0.018,-0.032,0.967,48.603,-70.488,-41.993,1.040,0.864,0.717,1.016,0.906,0.817,0.258,0.243,-0.460,0.007,0.069,0.087,18.819,0.000
1742781354513185402,-1.577,-0.586,-0.041,-0.121,1.025,48.405,-65.618,-36.604,1.040,1.096,1.420,0.521,0.922,2.195,0.196,0.243,-0.663,0.157,0.069,-0.034,18.820,0.000
1742781354523411950,-1.294,-0.965,-0.002,-0.069,0.984,46.955,-53.709,-19.916,1.017,0.781,0.089,1.016,0.848,0.209,0.255,0.243,-0.456,0.000,0.069,0.078,18.820,0.000
1742781354533117495,-1.175,-0.998,0.034,-0.007,0.947,46.436,-48.778,-11.794,1.042,1.014,1.173,1.040,0.858,0.758,0.262,0.243,-0.434,0.000,0.069,0.080,18.821,0.000
1742781354543464821,-1.078,-0.956,0.018,-0.022,0.959,46.741,-50.580,-11.565,1.040,1.027,1.011,1.017,0.866,0.637,0.259,0.241,-0.445,0.007,0.052,0.077,18.821,0.000
1742781354553138791,-0.761,-0.937,-0.016,0.000,0.978,45.214,-41.878,-9.581,1.017,0.894,0.820,0.522,0.739,1.587,0.193,0.241,-0.665,0.150,0.052,-0.037,18.822,0.000
1742781354563439932,-0.494,-0.843,0.023,-0.016,0.955,44.970,-37.389,-14.298,1.042,0.683,-0.217,1.017,0.758,-0.023,0.259,0.241,-0.436,0.007,0.052,0.064,18.822,0.000
1742781354573145958,-0.351,-0.854,0.035,-0.032,0.948,46.161,-38.305,-17.000,1.016,0.846,0.956,0.546,0.719,1.731,0.196,0.241,-0.655,0.142,0.052,-0.033,18.823,0.000
1742781354583609822,-0.268,-0.861,0.037,-0.025,0.955,47.138,-40.793,-20.038,1.016,0.674,-0.186,1.017,0.741,-0.075,0.255,0.238,-0.448,-0.000,0.038,0.068,18.823,0.000
1742781354593228570,-0.226,-0.836,0.031,-0.019,0.955,48.573,-46.579,-26.725,1.040,0.816,0.805,1.016,0.680,0.492,0.258,0.238,-0.428,0.007,0.038,0.053,18.824,0.000
1742781354603543285,-0.189,-0.781,0.026,-0.009,0.955,48.145,-48.366,-27.504,1.040,0.788,0.425,0.546,0.681,1.312,0.199,0.246,-0.635,0.150,0.023,-0.050,18.824,0.000
1742781354613073420,-0.201,-0.662,0.044,0.014,0.942,47.214,-49.587,-26.344,0.546,0.640,0.795,0.547,0.740,0.988,0.137,0.246,-0.881,-0.000,0.023,0.045,18.824,0.000
1742781354623340543,-0.286,-0.544,0.046,0.003,0.935,46.527,-52.641,-26.512,0.522,0.682,0.924,0.052,0.591,1.794,0.072,0.246,-1.110,0.142,0.023,-0.058,18.824,0.000
1742781354633212699,-0.455,-0.595,0.091,-0.061,0.893,45.611,-62.152,-25.123,1.040,0.544,-0.672,1.016,0.660,-0.367,0.258,0.246,-0.458,0.007,0.023,0.037,18.825,0.000
1742781354643574155,-0.923,-0.831,0.089,-0.065,0.895,46.130,-73.496,-17.840,1.016,1.033,1.904,0.546,0.960,2.823,0.196,0.234,-0.676,0.142,-0.002,-0.061,18.825,0.000
1742781354653185495,-1.269,-1.048,0.022,-0.079,0.970,46.481,-83.007,-12.069,1.042,0.927,0.351,0.546,1.049,1.821,0.199,0.234,-0.623,0.150,-0.002,-0.088,18.826,0.000
1742781354663389784,-1.266,-1.418,-0.045,-0.140,1.037,46.848,-80.091,-1.596,1.017,0.827,0.759,1.017,1.004,1.182,0.256,0.234,-0.426,0.000,-0.002,0.017,18.826,0.000
1742781354673185218,-1.350,-1.463,-0.009,-0.021,0.996,46.787,-68.198,21.946,1.017,1.114,1.379,1.040,1.080,1.243,0.259,0.234,-0.416,-0.007,-0.002,0.022,18.827,0.000
1742781354683511655,-1.156,-1.387,-0.052,-0.012,1.037,47.871,-59.404,21.595,1.040,1.000,1.029,1.017,0.956,0.979,0.259,0.219,-0.416,0.007,-0.019,0.012,18.827,0.000
1742781354693226033,-0.945,-1.393,0.026,-0.056,0.960,47.428,-49.267,15.900,1.040,0.990,0.737,1.040,0.967,0.673,0.261,0.219,-0.351,-0.000,-0.019,0.004,18.828,0.000
1742781354703497562,-0.807,-1.352,0.013,-0.010,0.968,47.993,-46.809,15.855,1.040,0.989,1.050,1.017,0.981,1.077,0.259,0.233,-0.361,0.007,-0.030,-0.001,18.828,0.000
1742781354713085958,-0.756,-1.238,0.024,-0.017,0.958,47.565,-47.923,6.359,0.547,1.031,2.104,1.040,1.034,0.912,0.199,0.233,-0.617,-0.150,-0.030,0.104,18.829,0.000
1742781354723357839,-0.632,-1.190,0.016,-0.013,0.971,47.596,-46.931,8.450,1.017,1.017,0.627,1.040,0.809,0.057,0.259,0.233,-0.410,-0.007,-0.030,0.004,18.829,0.000
1742781354733053958,-0.567,-1.079,0.047,0.008,0.934,46.680,-45.480,9.152,1.042,0.991,1.153,1.017,0.984,1.181,0.259,0.233,-0.409,0.007,-0.030,-0.008,18.830,0.000
1742781354743457821,-0.552,-0.965,0.033,-0.002,0.940,46.863,-48.839,5.534,1.017,0.985,0.967,1.040,1.000,0.929,0.259,0.240,-0.410,-0.007,-0.051,0.002,18.830,0.000
1742781354753182755,-0.439,-0.960,0.014,-0.033,0.976,45.962,-48.595,-1.397,1.042,0.938,0.842,1.042,0.935,0.815,0.262,0.240,-0.423,0.000,-0.051,-0.019,18.831,0.000
1742781354763335672,-0.359,-0.989,0.031,-0.016,0.954,46.390,-46.900,0.816,1.042,0.909,0.688,1.017,0.947,0.827,0.259,0.240,-0.433,0.007,-0.051,-0.026,18.831,0.000
1742781354773089828,-0.353,-0.954,0.045,-0.014,0.958,45.901,-47.694,0.068,1.040,0.923,0.680,1.017,0.975,0.847,0.259,0.240,-0.434,0.007,-0.051,-0.028,18.832,0.000
1742781354783508285,-0.444,-0.949,0.045,-0.036,0.945,47.047,-54.855,0.677,0.547,0.971,1.988,0.547,1.026,2.108,0.137,0.240,-0.858,-0.000,-0.066,-0.024,18.832,0.000
1742781354794260354,-0.488,-1.054,0.026,-0.053,0.955,48.176,-56.259,4.160,0.547,0.844,1.054,0.546,0.892,1.168,0.137,0.240,-0.861,0.000,-0.066,-0.037,18.832,0.000
1742781354803437932,-0.570,-1.078,0.061,-0.009,0.943,49.581,-56.228,7.336,0.547,0.856,1.659,1.017,0.930,0.707,0.197,0.245,-0.654,-0.142,-0.083,0.065,18.833,0.000
1742781354813069439,-0.802,-0.968,0.069,-0.005,0.922,50.084,-61.770,3.229,0.547,1.114,2.604,0.546,0.984,2.289,0.137,0.245,-0.880,0.000,-0.083,-0.049,18.833,0.000
1742781354824493421,-1.019,-0.935,0.001,-0.007,0.983,49.605,-69.881,-1.763,1.018,0.997,0.555,1.040,1.095,0.733,0.259,0.245,-0.455,-0.007,-0.083,-0.046,18.833,0.000
1742781354833152570,-0.916,-0.750,0.035,0.028,0.953,48.298,-61.893,-5.168,1.040,0.981,1.629,1.040,1.073,1.852,0.261,0.245,-0.445,-0.000,-0.083,-0.053,18.834,0.000
1742781354843500174,-0.956,-0.688,0.000,-0.060,0.968,47.733,-60.534,-8.496,0.547,1.053,2.362,0.546,1.160,2.632,0.137,0.246,-0.880,0.000,-0.109,-0.056,18.834,0.000
1742781354853089495,-0.873,-0.842,0.012,-0.055,0.989,46.909,-55.969,1.000,1.017,0.900,0.052,0.547,1.013,1.466,0.197,0.246,-0.677,0.142,-0.109,-0.182,18.835,0.000
1742781354863379284,-0.685,-0.860,0.024,-0.021,0.954,45.537,-46.583,9.051,1.016,0.734,0.840,1.017,1.097,1.733,0.255,0.246,-0.470,-0.000,-0.109,-0.085,18.835,0.000
1742781354873136903,-0.742,-0.904,0.060,-0.036,0.929,45.474,-50.732,8.496,1.016,1.004,1.275,1.065,1.174,1.585,0.261,0.246,-0.449,-0.015,-0.109,-0.077,18.836,0.000
1742781354883508804,-0.777,-1.042,0.017,-0.072,0.981,45.962,-54.305,10.786,0.547,1.020,2.298,1.018,1.175,1.568,0.197,0.247,-0.676,-0.143,-0.127,0.013,18.836,0.000
1742781354893285626,-0.733,-1.198,0.029,-0.054,0.962,47.214,-52.320,20.038,1.042,1.036,0.643,1.042,1.010,0.612,0.262,0.247,-0.452,-0.000,-0.127,-0.104,18.837,0.000
1742781354903562526,-0.782,-1.193,0.047,-0.005,0.953,48.645,-54.869,25.271,1.042,1.032,1.339,1.042,1.239,1.875,0.262,0.248,-0.452,0.000,-0.148,-0.108,18.837,0.000
1742781354913140792,-0.805,-1.090,0.005,-0.055,0.985,48.115,-56.503,18.694,1.017,1.038,1.144,1.017,1.254,1.698,0.256,0.248,-0.475,-0.000,-0.148,-0.127,18.838,0.000
1742781354924419050,-0.668,-1.197,-0.002,-0.041,1.005,47.687,-51.496,23.809,0.547,0.936,2.044,1.042,1.189,1.509,0.200,0.248,-0.671,-0.150,-0.148,-0.022,18.838,0.000
1742781354933209218,-0.581,-1.190,0.037,-0.014,0.932,46.634,-46.671,29.045,1.017,1.003,0.642,1.042,1.046,0.727,0.259,0.248,-0.464,-0.007,-0.148,-0.125,18.839,0.000
1742781354943564323,-0.660,-1.196,0.065,-0.022,0.911,44.865,-51.796,32.082,1.040,1.021,1.288,1.042,1.272,1.930,0.262,0.247,-0.454,-0.000,-0.163,-0.135,18.839,0.000
1742781354953218293,-0.764,-1.173,0.012,-0.003,0.943,43.443,-57.663,33.290,1.042,1.059,1.143,1.536,1.329,0.650,0.324,0.247,-0.234,-0.150,-0.163,-0.041,18.840,0.000
1742781354963474803,-0.591,-1.322,-0.046,-0.114,0.978,40.054,-55.160,34.068,1.017,1.078,1.809,1.042,1.160,1.990,0.259,0.247,-0.462,-0.008,-0.163,-0.145,18.840,0.000
