timestamp,TELEM/TWSB/PITCH,TELEM/TWSB/ROLL,TELEM/TWSB/ACCEL_X,TELEM/TWSB/ACCEL_Y,TELEM/TWSB/ACCEL_Z,TELEM/TWSB/GYRO_X,TELEM/TWSB/GYRO_Y,TELEM/TWSB/GYRO_Z,TELEM/TWSB/LEFT_SHAFT_RPS,TELEM/TWSB/LEFT_WHEEL_TRGT,TELEM/TWSB/LEFT_VOLTAGE,TELEM/TWSB/RIGHT_SHAFT_RPS,TELEM/TWSB/RIGHT_WHEEL_TRGT,TELEM/TWSB/RIGHT_VOLTAGE,TELEM/TWSB/LINEAR_VEL,TELEM/TWSB/LIN_VEL_TRGT,TELEM/TWSB/BALANCE_ANGLE,TELEM/TWSB/ANGULAR_VEL,TELEM/TWSB/ANG_VEL_TRGT,TELEM/TWSB/STEER_DIFF,TELEM/TWSB/XPOS,TELEM/TWSB/LQR_U
1742781267928797322,0.621,-1.289,0.022,-0.080,1.014,57.977,-28.396,-46.282,1.538,1.091,0.447,1.042,0.831,0.865,0.324,0.262,-0.236,0.150,0.234,0.128,14.255,0.000
1742781267939052401,0.743,-1.361,0.022,-0.046,0.951,55.993,-31.190,-55.031,1.066,1.046,1.420,1.042,0.789,0.712,0.265,0.262,-0.443,0.007,0.234,0.235,14.255,0.000
1742781267948802995,0.688,-0.925,0.070,0.116,0.788,54.649,-35.434,-63.229,1.561,1.144,-0.157,1.042,0.673,-0.194,0.327,0.262,-0.225,0.157,0.234,0.133,14.256,0.000
1742781267961214627,0.140,-0.650,0.150,-0.023,0.840,52.771,-47.190,-76.176,1.068,1.360,2.032,1.042,1.095,1.297,0.265,0.259,-0.442,0.008,0.214,0.244,14.256,0.000
1742781267969811360,-0.194,-0.240,0.014,0.088,0.968,37.901,-77.937,-52.941,1.561,1.363,0.615,1.065,0.874,0.474,0.330,0.259,-0.204,0.150,0.214,0.132,14.257,0.000
1742781267979211784,-0.433,-0.042,0.015,-0.016,0.986,36.298,-78.137,-47.504,1.068,1.355,2.396,1.042,1.092,1.668,0.265,0.254,-0.431,0.008,0.180,0.238,14.258,0.000
1742781267988837377,-0.690,-0.305,0.021,-0.086,1.003,35.016,-78.183,-42.420,1.562,1.484,0.710,1.042,1.009,0.657,0.327,0.254,-0.192,0.158,0.180,0.110,14.258,0.000
1742781267999107585,-0.953,-0.905,0.023,-0.162,0.939,37.947,-78.778,-36.893,1.561,1.512,1.546,1.042,1.292,2.104,0.327,0.254,-0.192,0.157,0.180,0.111,14.259,0.000
1742781268008950753,-1.057,-1.245,-0.048,-0.020,1.038,37.703,-71.908,-34.496,1.066,1.531,2.512,1.561,1.310,0.610,0.330,0.254,-0.181,-0.150,0.180,0.336,14.260,0.000
1742781268019223147,-0.961,-1.200,0.021,-0.004,0.928,36.741,-61.251,-43.245,1.538,1.708,1.766,1.538,1.037,-0.048,0.386,0.254,0.017,0.000,0.154,0.236,14.260,0.000
1742781268029225353,-0.947,-1.057,-0.014,0.048,0.924,37.428,-59.251,-40.649,1.068,1.708,3.410,1.042,1.235,2.119,0.265,0.254,-0.408,0.008,0.154,0.217,14.261,0.000
1742781268039098411,-0.583,-0.857,-0.088,0.027,1.012,40.237,-53.129,-42.374,1.538,1.394,0.696,1.066,0.961,0.556,0.327,0.254,-0.190,0.143,0.154,0.123,14.262,0.000
1742781268048896227,0.087,-1.169,-0.046,-0.150,0.904,54.236,-19.406,-48.924,1.091,1.111,2.107,1.513,0.866,0.275,0.327,0.254,-0.190,-0.128,0.154,0.321,14.262,0.000
1742781268061241062,0.617,-1.670,-0.030,-0.194,1.028,63.703,-10.885,-51.229,1.068,1.201,1.952,1.042,0.560,0.236,0.265,0.254,-0.407,0.008,0.131,0.230,14.263,0.000
1742781268068904084,1.159,-1.859,-0.021,-0.077,1.098,63.504,-5.511,-56.634,1.066,0.855,0.791,1.017,0.395,-0.440,0.262,0.254,-0.418,0.015,0.131,0.213,14.263,0.000
1742781268079239386,1.655,-1.511,-0.006,0.042,0.981,60.665,-2.198,-63.535,1.538,0.641,-0.554,1.040,0.215,-0.624,0.324,0.253,-0.200,0.151,0.092,0.117,14.264,0.000
1742781268088758718,0.779,-1.018,0.211,0.252,0.764,45.078,-46.988,-45.567,1.066,1.231,1.387,1.040,0.997,0.655,0.265,0.253,-0.406,0.008,0.092,0.192,14.264,0.000
1742781268099458078,-0.044,0.308,0.034,0.135,0.916,44.161,-83.496,-64.802,1.538,1.348,0.582,1.042,0.964,0.613,0.324,0.253,-0.198,0.150,0.092,0.091,14.265,0.000
1742781268108808538,-0.412,0.618,-0.001,0.019,0.968,42.649,-93.389,-74.420,1.561,1.253,0.882,1.042,1.072,1.454,0.327,0.253,-0.187,0.157,0.092,0.084,14.266,0.000
1742781268119172359,-0.749,0.370,0.005,-0.092,0.970,45.214,-92.915,-73.947,1.068,1.343,1.915,1.042,1.175,1.338,0.265,0.254,-0.404,0.008,0.047,0.191,14.266,0.000
1742781268130171054,-1.062,-0.082,0.011,-0.112,0.978,49.015,-89.389,-72.313,1.538,1.491,0.773,1.042,1.109,0.805,0.324,0.254,-0.198,0.150,0.047,0.057,14.267,0.000
1742781268139145086,-1.219,-0.499,-0.076,-0.162,1.065,50.802,-83.862,-67.367,1.066,1.430,2.679,1.040,1.317,2.238,0.265,0.254,-0.406,0.008,0.047,0.157,14.267,0.000
1742781268148808271,-1.022,-0.614,-0.067,0.037,1.033,48.878,-68.915,-52.619,1.561,1.352,0.660,1.042,1.038,0.923,0.327,0.254,-0.188,0.157,0.047,0.049,14.268,0.000
1742781268161219848,-0.654,-0.395,-0.076,0.030,1.055,46.619,-53.068,-53.687,1.561,1.186,1.030,1.512,1.088,0.684,0.386,0.254,0.020,0.015,0.007,0.150,14.269,0.000
1742781268168951130,-0.407,-0.263,0.014,0.016,0.963,41.978,-34.443,-48.268,1.068,1.364,2.404,1.537,1.063,0.326,0.327,0.254,-0.188,-0.142,0.007,0.237,14.270,0.000
1742781268179230505,-0.221,-0.255,0.017,-0.032,0.967,43.520,-34.274,-47.718,1.561,1.372,0.625,1.066,0.898,0.437,0.330,0.254,-0.177,0.150,-0.024,0.028,14.270,0.000
1742781268189380620,-0.049,-0.426,0.015,-0.059,0.925,43.993,-34.900,-48.237,1.068,1.126,1.591,1.042,1.069,1.284,0.265,0.254,-0.405,0.008,-0.024,0.104,14.271,0.000
1742781268199268510,0.147,-0.647,0.003,-0.059,0.962,44.629,-31.973,-47.755,1.043,1.068,1.151,1.042,0.859,0.417,0.262,0.254,-0.415,0.000,-0.024,0.109,14.271,0.000
1742781268208805102,0.390,-0.776,0.007,-0.027,0.997,43.733,-30.351,-46.496,1.066,0.960,1.201,1.042,0.742,0.507,0.265,0.254,-0.405,0.008,-0.024,0.103,14.272,0.000
1742781268219259849,0.549,-0.799,0.035,-0.016,0.925,42.603,-30.152,-44.222,1.561,0.908,-0.180,0.547,0.702,1.534,0.265,0.254,-0.405,0.307,-0.068,-0.117,14.272,0.000
1742781268229212926,0.383,-1.048,0.104,-0.100,0.860,43.397,-35.908,-36.191,1.066,0.820,0.435,1.040,1.054,0.846,0.265,0.254,-0.405,0.008,-0.068,0.060,14.273,0.000
1742781268239071779,0.297,-1.210,0.026,-0.061,0.960,43.853,-51.653,-14.338,1.066,0.894,1.091,1.042,0.774,0.660,0.265,0.254,-0.405,0.007,-0.068,0.058,14.273,0.000
1742781268248734724,0.150,-1.474,0.068,-0.102,0.917,43.352,-55.144,-8.542,1.042,0.940,0.998,1.042,0.823,0.516,0.262,0.254,-0.416,0.000,-0.068,0.062,14.274,0.000
1742781268261210671,-0.102,-1.727,0.023,-0.053,0.949,44.115,-62.442,2.206,1.042,1.007,1.237,1.042,0.884,0.740,0.262,0.255,-0.416,0.000,-0.120,0.060,14.274,0.000
1742781268269078713,-0.268,-1.730,0.025,-0.017,0.956,44.298,-65.496,5.855,1.043,1.019,1.175,1.042,0.900,0.695,0.262,0.255,-0.417,0.000,-0.120,0.019,14.275,0.000
1742781268279297236,-0.546,-1.646,0.038,-0.017,0.936,45.159,-73.521,-1.391,1.042,1.084,1.256,1.512,1.047,-0.164,0.321,0.257,-0.210,-0.142,-0.152,0.120,14.276,0.000
1742781268289210479,-0.802,-1.626,0.026,-0.039,0.938,46.497,-77.572,-3.962,1.536,1.306,1.005,1.042,1.067,1.419,0.324,0.257,-0.208,0.150,-0.152,-0.117,14.276,0.000
1742781268299284556,-1.061,-1.639,0.025,-0.026,0.936,45.367,-79.557,-4.420,1.561,1.175,0.251,1.043,1.408,1.862,0.327,0.257,-0.196,0.157,-0.152,-0.131,14.277,0.000
1742781268308862963,-1.172,-1.496,-0.031,0.020,1.011,45.733,-80.259,-4.451,0.570,1.166,2.857,1.066,1.427,2.100,0.206,0.257,-0.622,-0.150,-0.152,0.084,14.277,0.000
1742781268319357117,-1.121,-1.304,-0.039,-0.032,1.024,43.048,-66.595,-21.246,0.572,1.267,2.273,1.538,1.098,-0.660,0.265,0.259,-0.414,-0.293,-0.172,0.188,14.278,0.000
1742781268328942950,-0.956,-1.539,-0.004,-0.085,1.002,43.016,-55.526,-9.947,1.042,1.367,2.477,0.570,0.990,2.495,0.203,0.259,-0.640,0.143,-0.172,-0.141,14.278,0.000
1742781268339042083,-0.866,-1.689,0.021,-0.025,0.943,41.275,-48.045,3.122,1.066,1.002,0.792,1.042,1.283,1.327,0.265,0.259,-0.422,0.008,-0.172,-0.051,14.279,0.000
1742781268348843733,-0.676,-1.635,-0.017,-0.001,0.990,41.229,-44.793,2.404,1.042,1.064,1.933,1.042,1.167,1.989,0.262,0.259,-0.432,0.000,-0.172,-0.051,14.279,0.000
1742781268361220124,-0.565,-1.695,0.037,-0.047,0.952,43.427,-42.334,-2.725,1.536,1.097,0.173,1.043,1.199,1.413,0.324,0.261,-0.214,0.150,-0.191,-0.165,14.280,0.000
1742781268369078629,-0.547,-1.794,0.032,-0.064,0.913,45.687,-45.373,-3.611,1.536,1.070,0.547,1.066,1.401,2.286,0.327,0.261,-0.208,0.142,-0.191,-0.184,14.281,0.000
1742781268379245355,-0.410,-2.023,-0.031,-0.118,0.981,46.420,-45.954,-3.061,1.042,0.977,1.363,1.042,1.345,2.074,0.262,0.262,-0.437,0.000,-0.225,-0.090,14.281,0.000
1742781268389234728,-0.078,-2.324,-0.034,-0.103,0.980,44.298,-39.480,6.053,1.537,0.872,-0.512,1.536,1.051,-0.239,0.386,0.262,-0.004,0.000,-0.225,-0.120,14.282,0.000
1742781268399502418,0.216,-2.249,0.003,0.011,0.986,37.636,-27.199,25.388,1.040,0.895,1.730,1.042,1.135,2.151,0.262,0.262,-0.440,-0.000,-0.225,-0.127,14.282,0.000
1742781268408898601,0.470,-2.138,0.019,-0.003,0.997,35.184,-26.503,29.290,1.042,0.688,-0.194,1.043,0.941,0.266,0.262,0.262,-0.439,-0.000,-0.225,-0.133,14.283,0.000
1742781268419209662,0.644,-2.209,0.030,-0.080,0.957,38.726,-27.282,31.824,0.547,0.617,1.521,1.018,0.884,0.887,0.197,0.262,-0.668,-0.143,-0.248,-0.036,14.283,0.000
1742781268428874902,0.774,-2.585,0.026,-0.137,0.942,40.680,-28.809,32.404,0.546,0.569,1.051,1.042,0.641,-0.111,0.199,0.262,-0.660,-0.150,-0.248,-0.049,14.284,0.000
1742781268439033184,0.605,-3.150,0.112,-0.185,0.874,47.441,-41.618,42.718,1.042,0.635,0.137,1.042,0.734,0.239,0.262,0.262,-0.442,0.000,-0.248,-0.162,14.284,0.000
1742781268448786981,0.074,-3.564,0.126,0.031,0.868,45.642,-59.587,58.526,1.040,0.781,0.783,1.512,1.106,0.301,0.321,0.262,-0.236,-0.143,-0.248,-0.065,14.285,0.000
1742781268461214521,-0.491,-3.034,0.058,0.064,0.900,46.283,-78.610,48.053,1.042,1.069,1.547,1.066,1.199,1.671,0.265,0.260,-0.431,-0.008,-0.281,-0.167,14.285,0.000
1742781268468902154,-0.915,-2.682,0.028,0.006,0.940,46.252,-90.076,36.969,1.042,0.994,0.680,1.066,1.328,1.291,0.265,0.260,-0.424,-0.007,-0.281,-0.199,14.286,0.000
1742781268479297438,-1.326,-2.478,0.022,-0.014,0.947,42.892,-95.991,37.644,1.042,1.101,1.216,1.042,1.499,2.052,0.262,0.264,-0.435,-0.000,-0.296,-0.213,14.286,0.000
1742781268489248810,-1.557,-2.480,-0.093,-0.047,1.081,40.970,-92.518,34.389,1.040,1.132,1.464,1.065,1.557,2.307,0.265,0.264,-0.437,-0.008,-0.296,-0.227,14.287,0.000
1742781268499143516,-1.305,-2.764,-0.096,-0.217,1.095,42.878,-70.961,32.084,1.040,0.932,1.166,1.042,1.385,2.143,0.262,0.264,-0.448,-0.000,-0.296,-0.240,14.288,0.000
1742781268508901683,-1.112,-3.175,0.019,-0.121,0.964,44.008,-48.289,49.870,1.042,0.965,0.889,1.066,1.446,1.890,0.265,0.264,-0.436,-0.007,-0.296,-0.244,14.288,0.000
1742781268519270856,-0.914,-3.297,0.018,-0.079,0.953,46.054,-40.351,58.328,0.547,0.917,2.217,1.043,1.406,2.108,0.200,0.265,-0.664,-0.150,-0.304,-0.149,14.288,0.000
1742781268528971282,-0.732,-3.319,-0.003,-0.019,0.953,43.657,-39.893,62.007,1.042,0.927,0.676,1.068,1.224,1.239,0.265,0.265,-0.441,-0.008,-0.304,-0.262,14.289,0.000
1742781268539089026,-0.521,-3.141,0.020,0.002,0.951,41.520,-37.343,63.320,0.546,0.824,2.290,1.066,1.349,2.213,0.203,0.265,-0.660,-0.158,-0.304,-0.162,14.289,0.000
1742781268548885824,-0.377,-2.995,0.027,-0.011,0.969,40.054,-36.396,64.603,1.042,0.841,0.434,1.538,1.165,-0.062,0.324,0.265,-0.234,-0.150,-0.304,-0.172,14.290,0.000
1742781268559590628,-0.249,-3.078,0.031,-0.087,0.944,41.626,-38.396,69.290,1.017,0.907,1.737,1.068,1.251,2.353,0.262,0.266,-0.452,-0.015,-0.306,-0.275,14.291,0.000
1742781268569277239,-0.162,-3.289,0.017,-0.092,0.975,42.573,-39.694,70.160,1.042,0.733,0.190,1.066,1.282,1.376,0.265,0.266,-0.447,-0.008,-0.306,-0.291,14.291,0.000
1742781268579261372,-0.038,-3.451,0.019,-0.086,0.954,43.229,-38.732,67.244,1.017,0.659,0.437,1.066,1.240,1.647,0.262,0.266,-0.458,-0.015,-0.302,-0.294,14.292,0.000
1742781268589137984,0.053,-3.512,0.029,-0.060,0.957,43.520,-37.648,65.229,1.040,0.621,0.226,1.066,1.209,1.518,0.265,0.266,-0.446,-0.008,-0.302,-0.305,14.292,0.000
1742781268599358507,0.180,-3.467,0.021,-0.021,0.948,43.077,-38.076,70.206,1.017,0.535,0.168,1.068,1.145,1.458,0.262,0.266,-0.456,-0.015,-0.302,-0.309,14.293,0.000
1742781268608938729,0.253,-3.327,0.026,-0.029,0.943,42.588,-39.358,70.557,1.016,0.500,-0.005,1.043,1.117,1.368,0.259,0.266,-0.467,-0.008,-0.302,-0.322,14.293,0.000
1742781268619256827,0.287,-3.299,0.030,-0.053,0.950,41.993,-41.251,70.664,0.522,0.453,1.034,1.042,1.097,1.297,0.197,0.268,-0.685,-0.157,-0.298,-0.222,14.294,0.000
1742781268628826511,0.306,-3.397,0.024,-0.078,0.948,42.054,-43.083,71.244,0.546,0.447,0.646,1.042,0.891,0.490,0.199,0.268,-0.681,-0.150,-0.298,-0.229,14.294,0.000
1742781268639103479,-0.105,-3.848,0.079,-0.107,0.928,43.657,-59.494,88.266,0.522,0.662,1.275,1.042,1.120,1.102,0.197,0.268,-0.691,-0.157,-0.298,-0.228,14.294,0.000
1742781268648856665,-0.410,-3.917,0.047,-0.053,0.962,46.497,-68.778,95.061,1.039,0.662,0.181,1.513,1.118,0.122,0.321,0.268,-0.256,-0.144,-0.298,-0.243,14.295,0.000
1742781268661222538,-0.725,-3.849,0.051,-0.055,0.934,48.542,-73.419,93.000,0.522,0.856,2.535,1.042,1.341,2.437,0.197,0.268,-0.691,-0.157,-0.294,-0.237,14.295,0.000
1742781268668945541,-1.082,-3.751,0.051,-0.045,0.936,49.367,-77.389,89.183,0.547,0.864,1.053,1.561,1.338,-0.255,0.265,0.268,-0.452,-0.307,-0.294,-0.129,14.296,0.000
1742781268679310399,-1.442,-3.601,-0.010,-0.044,1.013,51.290,-86.350,81.214,0.052,1.166,4.115,1.536,1.424,1.157,0.200,0.266,-0.681,-0.450,-0.289,-0.025,14.296,0.000
1742781268688911102,-1.322,-3.449,-0.141,-0.034,1.093,52.145,-74.366,79.351,1.039,1.039,1.069,1.065,1.088,1.106,0.264,0.266,-0.451,-0.008,-0.289,-0.339,14.297,0.000
1742781268699096588,-1.018,-3.186,0.017,0.015,0.967,49.245,-50.152,73.565,1.040,0.728,0.627,1.042,1.405,2.241,0.262,0.266,-0.460,-0.000,-0.289,-0.352,14.297,0.000
1742781268708800125,-0.953,-2.837,0.034,0.020,0.981,50.298,-45.480,64.038,1.040,0.774,0.504,1.043,1.479,2.195,0.262,0.266,-0.460,-0.001,-0.289,-0.361,14.298,0.000
1742781268719304354,-0.849,-2.862,-0.023,-0.120,0.954,49.871,-45.481,54.389,1.040,0.753,0.537,1.042,1.475,2.292,0.262,0.266,-0.460,-0.000,-0.278,-0.370,14.298,0.000
1742781268728931094,-0.521,-3.088,-0.004,-0.055,0.945,45.718,-35.938,67.916,1.042,0.593,0.193,1.066,1.333,1.950,0.265,0.266,-0.446,-0.008,-0.278,-0.365,14.299,0.000
1742781268739124950,-0.215,-2.992,-0.008,0.001,0.993,41.520,-30.732,75.671,0.546,0.524,1.301,1.043,1.254,1.911,0.200,0.266,-0.674,-0.151,-0.278,-0.269,14.299,0.000
1742781268748831340,0.066,-2.853,0.014,-0.015,0.993,41.749,-27.267,80.664,0.992,0.488,-0.366,1.068,1.025,0.794,0.259,0.266,-0.467,-0.023,-0.278,-0.366,14.300,0.000
1742781268761227657,0.274,-2.894,0.030,-0.075,0.952,40.237,-27.114,84.313,0.522,0.375,1.226,1.043,1.107,1.789,0.197,0.270,-0.685,-0.158,-0.266,-0.275,14.300,0.000
1742781268768802067,0.410,-3.111,0.037,-0.099,0.950,40.665,-29.083,85.397,0.521,0.354,0.441,1.043,0.903,0.570,0.197,0.270,-0.702,-0.158,-0.266,-0.270,14.301,0.000
1742781268779201999,0.463,-3.377,0.049,-0.111,0.926,42.619,-31.664,86.450,0.521,0.318,0.617,0.572,0.858,1.860,0.137,0.273,-0.910,-0.015,-0.257,-0.377,14.301,0.000
1742781268788849777,0.098,-3.867,0.142,-0.175,0.856,43.687,-39.129,92.175,0.546,0.358,-0.094,1.042,1.112,0.615,0.199,0.273,-0.702,-0.150,-0.257,-0.280,14.301,0.000
1742781268799184486,-0.120,-3.891,0.037,-0.038,0.928,43.031,-60.686,113.762,0.521,0.422,1.311,1.042,0.981,1.496,0.196,0.273,-0.713,-0.158,-0.257,-0.277,14.302,0.000
1742781268808882893,-0.313,-3.797,0.036,-0.031,0.951,40.649,-64.457,117.275,0.522,0.453,0.845,1.042,1.007,1.029,0.197,0.273,-0.713,-0.157,-0.257,-0.281,14.302,0.000
1742781268819297473,-0.516,-3.758,0.030,-0.046,0.951,39.214,-67.663,121.748,1.016,0.485,-0.242,1.043,1.046,1.141,0.259,0.273,-0.495,-0.008,-0.244,-0.392,14.303,0.000
1742781268828866843,-0.721,-3.846,0.032,-0.084,0.957,38.159,-70.494,128.418,0.521,0.482,1.276,1.042,1.267,2.021,0.196,0.273,-0.716,-0.158,-0.244,-0.281,14.303,0.000
1742781268839154515,-0.953,-4.066,0.041,-0.111,0.950,38.787,-72.244,132.160,0.544,0.613,0.771,1.066,1.176,0.980,0.202,0.273,-0.695,-0.158,-0.244,-0.283,14.303,0.000
1742781268848857330,-1.218,-4.303,0.041,-0.100,0.934,39.275,-74.305,136.511,0.546,0.713,1.390,1.538,1.280,0.479,0.262,0.273,-0.487,-0.301,-0.244,-0.182,14.304,0.000
1742781268861213202,-1.466,-4.396,0.033,-0.066,0.956,40.100,-76.610,141.152,0.546,0.960,2.317,1.043,1.324,2.103,0.200,0.266,-0.705,-0.151,-0.223,-0.290,14.304,0.000
1742781268868881187,-1.353,-4.178,-0.056,0.023,1.021,37.496,-62.941,129.894,0.522,0.677,1.291,1.538,1.256,0.333,0.259,0.266,-0.472,-0.308,-0.223,-0.163,14.305,0.000
1742781268879251137,-1.125,-3.877,0.011,-0.044,0.990,40.680,-51.328,119.107,1.016,0.818,1.014,1.043,1.144,1.808,0.259,0.262,-0.472,-0.008,-0.195,-0.379,14.305,0.000
1742781268888853692,-1.043,-3.889,0.020,-0.061,0.983,38.863,-48.854,117.305,0.522,0.661,1.433,1.066,1.419,2.018,0.200,0.262,-0.665,-0.165,-0.195,-0.251,14.306,0.000
1742781268899967167,-0.822,-3.819,-0.027,-0.017,1.002,38.100,-45.999,114.511,0.522,0.637,1.280,1.561,1.138,0.054,0.262,0.262,-0.448,-0.315,-0.195,-0.142,14.306,0.000
1742781268908850087,-0.642,-3.975,0.023,-0.089,0.936,39.519,-38.831,105.664,0.522,0.813,2.127,1.043,1.097,1.616,0.197,0.262,-0.676,-0.158,-0.195,-0.253,14.307,0.000
1742781268919310537,-0.493,-4.037,0.013,-0.066,0.977,43.107,-38.824,104.878,1.016,0.604,-0.204,1.066,1.110,0.946,0.262,0.266,-0.449,-0.015,-0.163,-0.358,14.307,0.000
1742781268929021667,-0.279,-4.007,-0.002,-0.047,0.963,43.932,-36.549,100.710,0.992,0.471,0.358,1.043,1.187,2.018,0.256,0.266,-0.483,-0.015,-0.163,-0.340,14.308,0.000
1742781268939155041,-0.048,-3.913,0.012,-0.039,0.959,43.520,-33.160,95.259,0.052,0.410,1.963,1.066,1.090,1.228,0.141,0.266,-0.887,-0.307,-0.163,-0.131,14.308,0.000
1742781268948833968,0.145,-3.785,0.018,-0.028,0.963,42.811,-32.409,91.066,0.051,0.438,1.434,1.043,0.701,-0.254,0.137,0.266,-0.899,-0.301,-0.163,-0.132,14.308,0.000
1742781268960515335,0.303,-3.661,0.022,-0.044,0.960,43.428,-32.870,89.412,0.991,0.349,-0.383,1.042,0.614,0.183,0.255,0.268,-0.486,-0.015,-0.135,-0.336,14.309,0.000
1742781268968806639,0.430,-3.630,0.023,-0.055,0.948,42.313,-34.076,88.206,0.544,0.182,0.964,0.546,0.855,2.644,0.137,0.268,-0.910,-0.000,-0.135,-0.331,14.309,0.000
1742781268979287572,0.532,-3.653,0.022,-0.063,0.941,41.932,-35.205,88.496,0.521,-0.002,-0.826,1.018,0.660,-0.353,0.193,0.271,-0.713,-0.151,-0.109,-0.225,14.309,0.000
1742781268988783626,0.256,-3.844,0.176,-0.083,0.818,41.075,-54.513,99.385,0.521,0.271,0.557,0.547,0.722,1.659,0.134,0.271,-0.932,-0.008,-0.109,-0.310,14.310,0.000
1742781269000028879,-0.849,-3.935,0.083,-0.071,0.896,43.382,-87.160,105.259,0.521,0.677,0.718,1.042,1.297,1.040,0.196,0.271,-0.715,-0.158,-0.109,-0.204,14.310,0.000
1742781269008849854,-1.355,-3.956,0.032,-0.056,0.955,42.985,-99.038,104.099,0.521,0.766,1.841,1.042,1.174,1.651,0.196,0.271,-0.715,-0.158,-0.109,-0.202,14.311,0.000
1742781269019309693,-1.834,-4.011,0.037,-0.092,0.942,45.565,-101.893,104.649,1.016,0.927,0.587,1.537,1.331,0.384,0.321,0.269,-0.279,-0.158,-0.086,-0.201,14.311,0.000
1742781269028811155,-2.146,-3.835,-0.066,0.026,1.041,43.516,-96.715,96.510,0.026,1.153,4.354,1.538,1.554,1.745,0.197,0.269,-0.709,-0.458,-0.086,0.036,14.312,0.000
1742781269039115160,-1.781,-3.447,-0.195,-0.079,1.143,44.603,-71.343,77.198,0.521,1.016,1.808,0.547,0.944,1.616,0.134,0.269,-0.928,-0.008,-0.086,-0.281,14.312,0.000
1742781269048827975,-1.175,-3.506,-0.014,-0.071,1.003,46.619,-37.282,86.160,0.546,0.463,0.527,0.547,1.025,1.924,0.137,0.269,-0.918,-0.000,-0.086,-0.289,14.312,0.000
1742781269059140147,-0.829,-3.354,0.017,0.016,0.992,39.749,-25.450,89.381,0.521,0.452,1.014,1.042,1.030,1.209,0.196,0.269,-0.712,-0.158,-0.060,-0.176,14.312,0.000
1742781269068853314,-0.539,-3.444,0.024,-0.086,0.931,42.609,-25.031,85.311,0.521,0.560,1.583,1.042,0.913,1.240,0.196,0.269,-0.711,-0.158,-0.060,-0.155,14.313,0.000
1742781269079257041,-0.259,-3.577,0.011,-0.079,0.951,43.749,-24.976,84.374,1.016,0.499,-0.064,1.042,0.809,0.679,0.259,0.268,-0.493,-0.008,-0.034,-0.262,14.313,0.000
1742781269088851819,0.070,-3.672,-0.001,-0.095,0.957,47.611,-23.999,82.771,0.522,0.324,1.101,1.042,0.847,1.172,0.197,0.268,-0.707,-0.157,-0.034,-0.135,14.314,0.000
1742781269099907255,0.415,-3.579,0.002,-0.008,0.991,44.405,-22.091,79.702,0.546,0.265,0.162,1.513,0.535,-1.452,0.259,0.268,-0.490,-0.293,-0.034,-0.032,14.314,0.000
1742781269108698452,0.483,-3.142,0.139,0.034,0.849,44.274,-32.527,63.774,0.521,0.420,1.168,1.042,0.484,0.118,0.196,0.268,-0.708,-0.158,-0.034,-0.123,14.315,0.000
1742781269119150717,-0.262,-2.817,0.069,0.001,0.909,43.474,-61.618,57.809,0.522,0.729,0.934,1.040,0.975,0.325,0.196,0.269,-0.709,-0.157,-0.009,-0.120,14.315,0.000
1742781269128826865,-0.512,-2.716,0.023,-0.044,0.946,43.718,-74.427,58.862,0.522,0.600,1.157,1.040,0.840,0.535,0.196,0.269,-0.711,-0.157,-0.009,-0.098,14.315,0.000
1742781269139048296,-0.736,-2.762,0.019,-0.059,0.955,42.451,-76.534,58.679,1.016,0.661,0.104,1.042,0.858,0.561,0.259,0.269,-0.493,-0.008,-0.009,-0.203,14.316,0.000
1742781269148797704,-0.969,-2.891,0.024,-0.074,0.952,43.138,-78.152,59.763,0.546,0.687,1.632,0.547,1.093,2.655,0.137,0.269,-0.918,-0.000,-0.009,-0.208,14.316,0.000
1742781269161218577,-1.210,-2.975,0.029,-0.060,0.958,44.191,-79.343,60.893,0.522,0.652,0.514,0.572,1.069,1.453,0.137,0.274,-0.919,-0.015,0.011,-0.198,14.317,0.000
1742781269168835320,-1.382,-2.886,-0.006,-0.005,0.981,45.031,-80.351,60.725,0.521,0.687,1.454,1.042,1.084,1.206,0.196,0.274,-0.732,-0.158,0.011,-0.079,14.317,0.000
1742781269179111010,-1.477,-2.683,0.003,-0.003,0.975,44.939,-77.541,54.160,0.546,0.899,2.116,1.042,1.057,1.346,0.199,0.276,-0.722,-0.150,0.030,-0.079,14.317,0.000
1742781269188834084,-1.318,-2.747,-0.047,-0.073,1.024,44.039,-61.359,52.312,0.546,0.810,1.798,1.040,0.968,1.029,0.199,0.276,-0.731,-0.150,0.030,-0.061,14.318,0.000
1742781269199852965,-1.053,-2.767,-0.014,-0.020,0.976,42.924,-47.618,57.916,1.016,0.748,0.458,0.547,0.870,1.916,0.196,0.276,-0.742,0.142,0.030,-0.269,14.318,0.000
1742781269208761996,-0.872,-2.698,0.029,-0.038,0.964,41.825,-42.259,53.610,0.522,0.545,1.031,1.042,1.082,1.112,0.196,0.276,-0.742,-0.157,0.030,-0.053,14.319,0.000
1742781269219133576,-0.765,-2.713,0.027,-0.052,0.961,42.909,-42.946,53.259,0.546,0.751,1.562,1.042,0.857,0.670,0.199,0.278,-0.732,-0.150,0.047,-0.053,14.319,0.000
1742781269228756723,-0.668,-2.815,0.006,-0.067,0.967,43.703,-44.381,54.786,0.546,0.736,1.550,1.017,0.842,0.710,0.196,0.278,-0.749,-0.143,0.047,-0.041,14.319,0.000
